commName,state,fold,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWFarmSelf,pctWInvInc,pctWPubAsst,pctWRetire,perCapInc,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,FemalePctDiv,PctFam2Par,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctImmigRec10,PctRecImmig5,PctRecImmig8,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerRentOccHous,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,larcPerPop,pctMinority,PctLarcPerPop,PctSingleParent,CommTransience,PctVacant,TotalHomeless,PctUnhoused
Fresno,CA,5,354202,8.3,59.18,12.52,29.87,100,24923,0.98,30.81,19.61,13.2,11528,24.04,30.99,19.09,8.52,55.69,9.2,27.67,12.25,16.43,63.59,54.85,17037,6.28,59.59,5.83,7.69,9.85,11.46,2.84,2.93,13.15,55.94,2,7597,94.13,4.54,22.48,1970,4.18,0.81,80300,44900,155,441,30.1,22.6,12.3,668,124,17.15,58.39,40.03,77.37,89.63,102.7,3448.5,2.17,3736.99,40.82,1.055044861406768,36.41,41.4,5.8700000000000045,792,0.22
Brownsville,TX,5,98962,0.2,84.77,0.3,90.14,100,15890,0.84,19.43,21.71,8.51,6284,43.86,54.51,12.21,15.3,47.39,14.11,25.51,16.21,12.22,70.02,52.65,3856,4.28,38.51,5.04,7.3,24.08,21.96,3.7,3.49,28.68,59.71,2,2670,90.79,5.51,34.12,1973,16.97,3.15,39900,32200,155,292,28.6,21.2,13.1,27,3,28.87,60.23,58.78,87.83,91.61,28.9,3423.3,2.4,6338.4,15.230000000000004,6.404882682241668,29.980000000000004,31.05,9.209999999999994,30,0.03
Sulphur Springs,TX,5,14062,14.25,83.86,0.32,3.4,0,20298,2.58,28.69,8.02,14.09,10443,18.84,36.28,12.31,7.88,55.85,17.44,19.77,19.85,13.39,74.41,76.75,275,2.23,45.45,0.33,0.67,0.46,4,2.5,2.49,3.84,50.23,2,909,85.74,1.21,49.39,1969,10.54,1.13,45000,31900,117,335,25,20.5,15.1,0,0,1.72,80.17,44.84,78.96,94.78,18.1,777.6,0.28,3936.8,16.14,27.996017636182618,25.590000000000003,32.01,14.260000000000005,0,0
Fullerton,CA,5,114144,2.17,74.65,12.18,21.29,100,41921,0.67,44.88,4.8,14.74,19098,9.81,17.28,29.83,4.66,68.2,23.1,20.32,12.09,13,76.35,64.08,2012,2.58,51.59,7.47,9.65,8.75,8.88,2.74,2.64,11.05,52.97,2,2084,95.15,0.86,8.16,1966,1.95,0.18,234600,159100,232,706,29.4,23.5,11.3,64,27,23.64,41.83,44.7,73.67,86.59,22.9,4980.1,2.35,3895.27,25.349999999999994,3.4125928651527895,23.650000000000006,46.6,4.849999999999994,91,0.08
Centralia,WA,5,12101,0.47,96.41,0.94,3.17,0,21618,0.65,37.4,10.97,16.51,10644,16.3,26.71,10.69,6.94,53.88,16.38,19.43,18.56,17.36,66.23,61.78,180,1.67,28.99,0.58,0.79,0.88,4.66,2.4,2.3,3.53,54.24,2,328,93.73,2.74,38.41,1952,6.77,0.27,50800,30200,130,338,26.7,17.7,12.6,21,0,3.06,58.94,44.35,74.03,87.48,6.2,1964.4,0.86,5341.43,3.5900000000000034,44.14040161970085,33.769999999999996,40.89,6.269999999999996,21,0.17
North Haven,CT,5,22247,2.13,95.77,1.77,1.16,100,49148,0.9,58.9,1.27,21.76,21335,2.45,17.51,26.35,3.69,66.69,17.18,25.91,11.24,7.65,86.81,73.59,45,0.28,13.44,0.27,0.61,1.42,4.01,2.77,2.06,0.56,22.55,3,260,96.85,1.92,47.69,1960,0.24,0,189400,78400,210,686,25.1,22.1,13,0,0,5.79,75.56,71.86,93.93,95,21.5,1033.3,0.95,2463.93,4.230000000000004,11.075336000359599,13.189999999999998,19.55,3.1500000000000057,0,0
Allentown,PA,5,105090,4.98,86.17,1.35,11.68,100,25983,0.36,42.89,8.55,19.62,12822,12.86,30.56,15.27,6.26,59.22,22.34,23.29,18.83,13.27,65.5,67.79,4601,6.05,42.77,1.55,1.96,3.74,4.66,2.36,2.1,2.98,47.4,3,2861,93.73,3.46,31.6,1945,3.54,0.55,76600,39700,174,434,27.1,21.8,13.5,100,11,5.79,73.46,54.68,80.93,88.87,18.4,5726.9,3.47,4415.57,13.829999999999998,4.201703301931677,34.5,30.31,6.269999999999996,111,0.11
Point Pleasant,NJ,5,18177,0.39,98.9,0.29,1.46,100,40798,0.72,53.3,3.32,19.66,18770,3.14,18.86,20.15,4.48,62.06,9.75,25.88,8.65,10.33,80.62,65.46,105,0.82,10.13,0.19,0.26,0.57,3.69,2.56,2.32,1.07,40.14,3,998,87.53,0.3,52.91,1962,0.71,0.34,153200,63300,238,768,30.3,25,17.3,18,0,3.04,78.75,67.02,84.46,96.56,3.7,4963.7,1.73,2170.65,1.0999999999999943,11.941739560983661,19.379999999999995,23.26,12.469999999999999,18,0.1
Warren,NJ,5,10830,1.18,90.88,7.64,2.22,35.17,72369,1.19,62.31,1.28,14.89,31664,0.73,10.09,43.21,4.11,66.35,14.03,24.63,4.48,4.95,93.24,63.23,38,0.51,21.86,1.81,2.28,2.14,5.11,3.03,2.47,0.54,13.12,4,146,96.04,3.42,40.41,1965,0.23,0.62,333700,221800,471,935,24.7,22.8,14,0,0,12.04,57.93,59.96,68.63,90.74,20.4,531.1,2.49,1554.85,9.120000000000005,14.356879039704523,6.760000000000005,37.83,3.9599999999999937,0,0
Asheboro,NC,5,16362,13.09,85.19,0.68,1.1,0,24294,0.86,36.38,6.27,13.28,12533,12.84,34.52,15.32,3.91,63.82,40.56,18.87,28.06,15.57,65.15,80.26,572,4.44,42.08,0.32,0.35,0.56,2.51,2.25,2.15,2.16,56.24,2,487,93.48,1.85,31.01,1963,6.75,0.19,56100,32900,133,338,23.6,18.6,12.4,20,0,1.23,77.88,52.08,81.81,91.22,12.3,1327.7,0,5280.25,14.810000000000002,32.271421586603104,34.849999999999994,29.41,6.519999999999996,20,0.12
Clarksburg,WV,5,18059,3.52,95.95,0.3,1.4,0,17884,0.28,37.25,9.39,26.73,10473,17.02,28.67,14.11,11.12,44.96,8.74,28.26,15.9,12.99,68.87,69.38,323,2.08,2.78,0.03,0.03,0.39,2.95,2.24,2.06,0.87,51.6,2,1297,85.96,2.54,66.85,1939,7.71,1.17,41700,30400,104,292,29.5,20.3,12.7,10,0,1.2,84.86,62.46,89.22,94.18,8.1,2219.6,2.14,2057.96,4.049999999999997,11.395758347638296,31.129999999999995,21.15,14.040000000000006,10,0.06
Walnut,CA,5,29105,6.61,48.03,37.48,23.49,100,64333,1.02,49.05,4.13,6.72,18749,4.09,12.47,35.13,4.28,72.66,17.65,22.1,7,6.71,90.18,72.32,185,0.99,47.79,7.73,12.28,7.24,11.75,3.71,3.71,9.48,17.65,3,245,96.97,0.41,32.24,1982,0.43,0.22,323000,139800,349,979,29,29.5,12.3,0,0,34.91,47.19,40.48,85.09,90.03,9.2,3170.5,1.61,1064.39,51.97,3.6570692320907066,9.819999999999993,42.41,3.030000000000001,0,0
Gary,IN,5,116646,80.57,16.31,0.18,5.74,100,19390,0.33,16.58,17.1,20.47,8994,29.43,35.24,8.81,16.6,47.37,25.67,27.4,22.42,18.69,43.22,62.52,13904,12.63,8.61,0.06,0.1,0.68,10.66,2.83,2.69,6.75,52.23,2,6114,87.01,32.22,70.85,1954,9.3,0.65,31700,22100,134,335,29.9,18.5,15.4,89,20,1.42,59.49,64.54,92.06,93.19,52,2241.1,6.1,3113.59,83.69,2.6692642696706277,56.78,27.97,12.989999999999995,109,0.09
Hammond,IN,5,84236,9.19,84.84,0.41,11.8,100,26883,0.42,37.82,8.14,20.59,11576,13.49,30.67,9.22,8.93,55.96,26.4,18.51,21.95,13.58,68.1,59.19,2793,4.05,15.86,0.38,0.51,1.42,6.76,2.61,2.33,3.68,52.68,2,1778,94.76,6.41,36.73,1949,6.21,0.28,45500,20300,155,377,24.1,16,13.5,144,27,4.39,59.92,62.49,86.54,87.91,23.8,3542.9,4.41,4208.4,15.159999999999997,4.995963720974405,31.900000000000006,30.35,5.239999999999995,171,0.2
Dennistown,MA,5,13864,1,97.52,0.35,0.86,61.47,27900,0.82,49.16,8.11,32.04,15436,10.56,11.64,25.33,8.65,48.24,5.7,22.02,8.78,11.12,67.97,71.21,295,2.39,8.82,0.2,0.31,0.52,2.27,2.22,2.22,0.95,44.08,3,8308,42.71,0.7,75.12,1968,2.07,0,164300,87800,309,626,28.7,23.7,13.3,0,0,3.93,67.25,53.19,81.55,91.7,21.4,649.2,1.22,2632.65,2.480000000000004,18.989108482400464,32.03,32.67,57.29,0,0
North Canton,OH,5,14748,0.52,98.45,0.9,0.64,100,32369,0.16,56.89,2.35,21.14,18909,5.14,12.34,29.85,4.13,61.14,22.05,27.09,9.49,11.34,81.87,72.89,14,0.12,16.16,0.1,0.37,0.45,2.34,2.31,1.8,0.52,37.47,3,243,96.28,0,24.69,1962,0.51,0,72200,36700,115,421,24,16.1,10.9,0,0,3.15,75.99,56.7,85.92,93.03,5.7,2579.2,0.32,1611.07,1.5499999999999972,10.923989693517765,18.129999999999995,27.13,3.719999999999999,0,0
McMinnville,OR,5,17894,0.23,94.46,1.65,7.75,0,25878,1.03,46.28,6.54,17.22,12434,12.92,19.31,19.17,4.83,58.83,19.49,24.52,16.08,12.61,71.84,65.9,319,2.3,61.73,2.7,3.56,2.83,5.34,2.54,2.46,3.92,46.56,3,171,97.48,1.75,21.05,1972,4.99,0.38,65700,32000,143,373,26.2,19.5,11.9,14,69,6.34,45.89,39.52,67.97,82.1,8.8,2025.1,0.63,4067.01,5.540000000000006,22.72834469654633,28.159999999999997,48.87,2.519999999999996,83,0.46
Fort Pierce,FL,5,36830,42.37,53.68,0.54,6.43,100,18913,0.84,32.08,11.62,19.37,9961,29.23,43.15,11.26,12.39,48.15,7.14,21.59,16.01,17.42,46.08,70.91,3651,11.17,60.34,2.8,3.73,2.87,8.89,2.54,2.77,9.75,69.77,2,3079,82.15,2.05,17.67,1970,15.81,0.79,56100,34100,181,401,33.4,20.7,12.7,288,25,9.28,41.7,45.34,77.75,85.45,12.7,2892.7,3.1,5860.3,46.32,15.911756720065165,53.92,45.07,17.849999999999994,313,0.85
Mason City,IA,5,29040,0.93,97.28,0.52,2.91,0,24146,1.45,46.7,6.39,15.93,12229,9.63,20.34,16.28,4,62.27,19.62,27.75,17.99,11.3,75.4,80.04,486,1.99,18.58,0.17,0.17,0.39,2.15,2.32,1.96,0.87,49.25,3,642,94.93,2.02,35.36,1952,4.37,0.11,44100,26900,134,322,25.2,16.8,12.9,41,0,1.11,76.51,55.85,82.26,92.97,26.5,1095.2,1.02,5875.85,2.719999999999999,20.233643250688708,24.599999999999994,28.46,5.069999999999993,41,0.14
Peabody,MA,5,47039,1.21,96.78,1.08,2.86,100,39800,0.28,42.9,5.68,17.38,17002,4.6,20.82,20.91,5.31,65.53,20.82,21.68,13.1,9.39,81.23,72.81,812,2.35,24.34,1.77,2.26,3.54,3.75,2.65,2.13,1.33,44.18,3,684,96.25,1.02,41.37,1959,1.25,0.18,177100,51000,359,603,26.4,21.9,14.3,81,0,11.38,78.14,65.87,89.47,95.26,17,2768.9,1.66,2582.12,3.219999999999999,5.489317374944195,18.769999999999996,22.17,3.75,81,0.17
Benbrook,TX,5,19564,3.91,90.9,3.35,3.99,100,45303,1.02,58.19,1.48,19.69,20032,4.18,8.47,35.22,3.59,70.1,27.24,21.1,6.18,11.14,84.17,67.8,90,0.68,28.29,0.64,0.97,0.78,2.65,2.47,2.03,1.73,34.79,3,514,93.86,0,18.09,1978,1.72,0.08,85000,37700,192,483,19.9,17.9,11.6,0,0,5.17,50.07,48.61,71.51,82.27,11.8,1662.5,0.05,1669,9.099999999999994,8.530975260682887,15.829999999999998,43.27,6.140000000000001,0,0
Brownwood,TX,5,18387,6.1,83.01,0.37,14.5,0,17826,2.22,31.22,11.52,13.4,9185,23.79,35.35,15.25,9.51,49.56,20.45,26.36,19.96,13.8,70.73,61.93,374,2.45,38.14,0.72,1.01,2.1,4.97,2.46,2.43,4.78,54.22,2,1128,86.08,3.37,56.21,1955,12.69,0.46,34400,32300,138,306,27.9,20.7,13.8,0,0,3.51,79.78,48.78,76.56,94.17,12.2,1510.6,0.61,4349.42,16.989999999999995,23.65486485016588,29.269999999999996,31.63,13.920000000000002,0,0
Lebanon,PA,5,24800,1.44,94.17,0.96,6.9,0,21619,0.46,37.2,10.12,19.34,11203,14.61,36.72,8.15,4.84,60.18,29.91,22.08,27.92,15.02,62.65,73.48,794,3.87,32.59,0.58,0.65,2.27,3.94,2.34,2.15,1.69,47.79,3,528,95.2,3.79,38.07,1939,5.21,1.01,45000,30000,135,312,23.8,19,12.6,4,0,2.35,85.26,56.04,88.52,93.13,4.3,5712.2,1.16,2907.23,5.829999999999998,11.722701612903226,37.35,23.39,4.799999999999997,4,0.02
South Houston,TX,5,14207,2.69,66.17,0.99,59.76,100,23485,0.73,19.1,8.91,9.37,8462,21.39,51.75,4.08,8.2,60.21,13.83,11.19,22.27,15.25,74.73,52.2,234,2.08,52.9,4.64,6.7,14.81,14.55,3.3,3.37,22.3,59.59,2,514,89.33,4.47,59.34,1966,14.75,0.46,38900,19600,120,330,23.7,20.8,13.2,0,0,22.59,61.02,47.82,87.28,93.71,3.1,4530.3,1.21,4624.82,33.83,32.553107623002745,25.269999999999996,34.63,10.670000000000002,0,0
Kingsville,TX,5,25276,3.76,66.81,1.56,62.37,0,22053,1.65,27.66,12.75,15.37,9338,27.26,35.79,20.38,10.29,53.22,10.24,30.39,12.66,11.54,72.88,56.15,571,2.81,39.22,1.33,1.67,6.64,8.63,2.85,2.66,9.87,52.72,2,1571,84.45,6.56,58.82,1963,14.06,1.4,40800,32100,166,343,27.6,17.7,13,0,0,5.25,78.54,51.3,76.67,91.9,13.2,1919.5,0.07,3756.87,33.19,14.863388194334545,27.120000000000005,31.16,15.549999999999997,0,0
Kentwood,MI,5,37826,5.59,91.27,1.96,2.01,100,34324,0.56,46.35,4.3,11.15,15453,4.98,16.08,26,3.43,73.61,26.24,19.76,15.89,12.98,77.16,75.34,577,2.17,33.26,0.61,1.07,1.05,3.82,2.47,1.97,2.08,55.9,2,1090,93.33,0.37,12.48,1975,1.13,0.08,78100,34600,133,475,22.7,18.7,13.4,0,0,4.71,74.57,44.53,77.94,90.59,21.8,1735.5,0.47,3803.78,8.730000000000004,10.055993232168351,22.840000000000003,34.32,6.670000000000002,0,0
Butler,PA,5,15714,1.4,97.7,0.41,0.62,0,17391,0.18,38.26,13.59,19.65,10162,23.2,27.26,11.04,7.39,52.44,17.47,22.78,18.27,16.38,63.03,61.1,365,2.74,5.73,0.1,0.1,0.33,3.98,2.25,2.04,1.28,52.78,2,529,92.86,2.84,54.63,1939,5.56,0.23,39000,22800,126,306,28.4,16.7,12.8,25,0,1.78,89.55,56.9,89.28,96.27,2.8,5624.2,0.73,2363.65,2.299999999999997,15.041682576046838,36.97,21.42,7.140000000000001,25,0.16
Lacey,NJ,5,22141,0.31,98.88,0.42,1.62,0,37397,0.2,49.11,3.53,23.92,14878,4.29,23.05,13.76,6.1,58.54,10.35,24.78,11.8,8.06,84.46,68.46,81,0.49,9.49,0.26,0.29,0.6,4.29,2.76,2.98,0.97,35.94,3,1556,83.64,0.32,62.53,1976,0.43,0.14,130000,66800,189,815,29.7,24.8,15.8,0,0,4.19,73.45,56.47,78.41,95.96,87,254.4,1.19,2170.96,1.1200000000000045,9.805157851948874,15.540000000000006,30.56,16.36,0,0
Ansonia,CT,5,18403,8.28,90,0.67,2.58,100,34181,0.18,44.17,6.21,17.08,14833,7.59,27.16,12.52,7.55,62.13,29.33,20.29,16.97,10.65,71.61,73.52,720,5.22,18.53,0.82,1.25,1.39,3.57,2.57,2.36,1.63,50.17,2,344,95.42,3.2,44.48,1948,2.96,1.13,154500,47300,245,541,23.6,22.8,15.8,0,0,7.6,75.62,64.5,87.15,95.03,6.2,2945.6,1.45,2004.85,10,10.894147693310872,28.39,24.24,4.579999999999998,0,0
East Greenwich,RI,5,11865,0.41,98,1.34,0.65,65.95,50896,0.25,60.52,4.93,17.54,26163,4.72,10.16,44.18,4.07,65.12,17.46,26.79,5.79,8.85,84.23,58.63,113,1.32,20.11,0.51,0.62,0.57,3.36,2.64,1.82,0.61,32.43,3,214,95.41,2.8,38.32,1965,0.81,0.49,227900,165500,295,527,28.2,22.7,13.2,0,0,4.48,54.74,56.73,72.89,83.25,17.1,695.4,1.76,1579.57,2,13.312852928782132,15.769999999999996,38.55,4.590000000000003,0,0
Sharonville,OH,5,11312,2.17,96.3,1.41,0.59,100,36332,0.63,53.55,2.87,16.87,16975,5.23,19.9,21.92,2.27,68.05,27.86,18.91,12.17,13.01,80.06,75.6,106,1.23,33.6,0.53,0.91,0.11,3.06,2.35,1.9,0.76,47.27,3,334,93.41,0.6,17.07,1967,1.2,0.08,81800,39400,124,474,21.9,18,11.8,0,0,3.29,64.51,47.42,77.02,86.11,9.5,1185.6,0.7,4796.86,3.700000000000003,42.40505657708628,19.939999999999998,37.02,6.590000000000003,0,0
Greenville,OH,5,12863,0.52,98.59,0.4,0.61,0,23044,1.43,44.53,5.99,19.87,11732,10.98,27.71,11.15,7.03,54.51,32.55,21.6,27.25,13.4,72.6,76.64,137,1.12,42.45,0.29,0.4,0.63,3.19,2.32,2.17,0.84,47,3,247,95.51,3.64,40.89,1955,6.11,0.31,52600,32600,110,333,24.7,16,11.7,0,0,1.08,80.22,53.17,86.56,93.15,5.1,2539.7,0.29,3643.66,1.4099999999999966,28.32667340433802,27.400000000000006,26.68,4.489999999999995,0,0
Tempe,AZ,5,141865,3.2,86.85,4.05,10.88,100,31885,0.91,42.73,3.47,11.14,15530,13.61,10.08,36.75,5.19,69.9,15.88,25.91,9.01,13.39,73.62,69.44,2108,2.69,58.04,2.86,3.68,1.62,5.11,2.47,2.18,4.56,53.75,2,5912,90.38,0.61,20.97,1976,4.04,0.22,91500,45600,176,496,29.5,21.3,12.1,51,0,7.23,27.11,34.8,67.8,71.28,40.9,3465.2,1.48,5356.47,13.150000000000006,3.775751594826067,26.379999999999995,56.76,9.620000000000005,51,0.04
Sanford,NC,5,14475,34.85,63.24,0.57,1.57,0,21205,0.83,29.46,9.21,13.12,11164,21.06,29.52,14.83,6.93,58.03,35.05,20.19,24.1,16.22,58.28,78.91,873,6.9,52.84,0.48,0.89,1.16,4.78,2.46,2.42,3.49,44.22,3,488,92.16,2.46,32.58,1966,10.51,0.8,52800,38700,160,356,26.7,22.5,13.6,6,0,1.95,76.15,52.15,78.91,90.39,14.5,1001.3,0,10298.3,36.76,71.14542314,41.72,30.93,7.840000000000003,6,0.04
Williamsburg,VA,5,11530,15.21,81.25,2.91,1.31,100,25393,0.77,54.93,5.79,19.3,11822,19.37,16.26,42.9,4.87,46.89,4.12,47.37,5.65,7.16,60.91,72.61,314,6.54,47.67,1.84,2.12,0.42,3,2.11,2.06,1.47,61.49,2,492,87.58,0.61,48.78,1970,4.56,0.45,121000,113000,166,492,28.3,20.3,12.1,0,0,4.84,36.7,23.89,30.95,70.68,8.9,1292.6,1.05,3074.26,18.75,26.663139635732875,39.09,69.49,12.420000000000002,0,0
Wickliffe,OH,5,14558,2.69,96.49,0.61,0.52,100,32964,0.7,50.23,2.52,26.95,14181,4.18,23.47,11.79,4.41,59.17,30.08,20.4,14.3,9.85,79.07,62.41,39,0.32,5.5,0.18,0.23,1.01,3.92,2.59,2.33,1.5,24.84,3,90,98.4,1.11,22.22,1957,0.63,0.21,69900,23700,130,437,22.6,17.2,12.3,0,0,4.87,76.17,76.02,89.52,97.83,4.8,3020.3,1.13,1560.13,3.510000000000005,10.716650638824015,20.930000000000007,19.43,1.5999999999999943,0,0
Smyrna,GA,5,30981,15.87,80.22,2.26,3.55,100,33863,0.58,42.47,2.73,8.89,19158,6.57,15.33,34.13,3.92,76.17,10.61,17.65,7.26,17.61,67.96,76.03,495,2.83,59.16,2.41,3.07,1.51,2.83,2.06,1.93,2.02,66.44,2,1987,88.19,1.31,10.32,1979,2.78,0.21,78100,34300,165,562,24.4,20.2,13.3,0,8,5.92,42.71,37.42,57.98,71.52,11.8,2630,1.04,6140.4,19.78,19.81988960976082,32.040000000000006,53.96,11.810000000000002,8,0.03
Crown Point,IN,5,17728,1.46,97.34,0.73,2.28,100,37539,0.56,54.89,2.17,19,15609,3.43,17.03,20.94,5.35,61.04,20.46,27.95,11.3,9.63,84.02,70.28,110,0.8,10.36,0.17,0.23,1.46,4.1,2.64,2.01,1.45,36.5,3,154,97.66,0.65,26.62,1967,0.53,0.18,80300,34800,136,476,25.6,17.9,12.6,0,0,5.77,64.76,58.26,88.4,91.48,8.2,2168.3,1.09,1253.71,2.6599999999999966,7.071920126353791,15.980000000000004,29.53,2.3400000000000034,0,0
Hanahan,SC,5,13176,9.32,87.84,1.49,2.41,100,28435,0.49,36.66,4.17,19.05,13937,7.53,20.26,15.72,2.83,68.22,16.39,17.15,14.12,13.93,74.46,66.38,100,1.13,52.77,0.96,1.25,1.11,3.25,2.56,2.4,2.97,43.87,3,296,94.5,0.68,30.41,1969,5.21,0,80300,50100,99,403,23.7,19.1,12.2,0,0,2.6,49.14,43.82,60.28,76.42,9.9,1325,0.61,3166.37,12.159999999999997,24.031344869459623,25.540000000000006,48.92,5.5,0,0
Haverford,PA,5,49848,2.03,96.07,1.75,0.67,100,48210,0.82,67.65,2.35,20.32,20566,3.18,12.66,37.63,2.81,63.42,10.2,35.67,6.45,6.82,88.62,64.73,265,0.73,22.06,0.86,1.18,0.88,5.46,2.74,2.08,0.71,16.64,3,490,97.31,0.41,35.92,1947,0.29,0.07,148700,49600,338,629,27.1,20.7,13.2,109,0,6.41,76.86,69.18,81.73,92.73,10.4,4805.5,8.94,804.69,3.930000000000007,1.6142874337987483,11.379999999999995,24.08,2.6899999999999977,109,0.22
Long Branch,NJ,5,28658,19.5,73.5,1.47,13.57,100,30693,0.73,38.24,9.04,13.19,16104,14.72,28.15,20.13,8.57,61.06,10.54,25.86,12.84,15.18,59.79,68.02,1375,6.45,42.2,3.28,3.72,5.5,6.94,2.44,2.25,5.49,64.19,2,2088,84.68,2.63,55.03,1954,5.06,0.5,149100,77700,221,601,28.2,27.1,18,0,1,10.55,57.67,54.77,84.78,89.49,5.4,5303.9,6.04,4560.7,26.5,15.914229883453137,40.21,34.26,15.319999999999993,1,0
Humble,TX,5,12060,7.75,82.35,2.4,12.1,100,27483,0.53,24.45,4.36,8.21,13031,8.56,22.83,13.96,5.16,70.31,10.56,18.16,12.52,19.66,68.66,70.22,124,1.48,64.37,1.63,2.18,4.06,5.03,2.5,2.3,6.21,63.21,2,522,90.08,1.72,39.46,1979,4.5,0,62400,29900,110,418,23.1,18.5,13.8,0,1,6.38,59.83,32.52,75.22,89.45,10.2,1180,1.11,5860.31,17.650000000000006,48.59295190713102,31.340000000000003,44.14,9.920000000000002,1,0.01
Suffield,CT,5,11427,1.55,96.9,1.21,0.86,22.54,50714,2.48,65.6,3.72,19.7,24281,2.72,12.49,30.49,3.46,66.27,20.15,20.3,10.98,8.63,87.59,70.25,29,0.36,28.77,0.53,0.89,0.58,3.6,2.67,2.13,0.57,31.66,3,208,95.26,3.37,59.13,1964,1.05,0.55,185800,100300,303,669,25.4,22.5,12.3,0,0,3.71,45.24,59.43,80.65,83.36,43.7,261.3,1.36,804.2,3.0999999999999943,7.037717686181851,12.409999999999997,38.23,4.739999999999995,0,0
Bettendorf,IA,5,28132,1.37,96.8,0.96,2.15,100,40174,1.37,59.13,2.86,15.72,17747,4.73,9.93,34.21,3.92,69.27,16.87,23.88,9.41,10.54,82.31,72.43,310,1.5,14.53,0.07,0.12,0.45,3.27,2.62,2.11,0.8,34.45,3,400,96.38,1.25,19.75,1968,0.93,0.12,67500,43800,160,415,21,17.3,12,0,0,1.84,54.35,53.52,76.72,83.03,22,1278.9,0.49,2794.02,3.200000000000003,9.931821413337124,17.689999999999998,38.47,3.6200000000000045,0,0
LaCrosse,WI,5,51003,0.72,93.78,4.85,0.88,100,21947,0.9,49.91,8.53,16.46,10898,21.04,19.28,21.43,6.24,59.81,16.83,29.98,15.97,10.02,69.11,71.58,897,2.47,71.23,2.17,2.45,2.07,4.98,2.34,2.24,3.1,56.78,2,927,95.56,1.08,26.11,1951,3.1,0.44,53500,25900,146,344,27.1,19.8,14.3,25,0,4.16,73.83,45.19,71.11,89.1,19,2681.7,3.16,5118.26,6.219999999999999,10.03521361,30.89,36.62,4.439999999999998,25,0.05
Hobart,IN,5,21822,0.22,98.37,0.22,4.85,100,34602,0.72,45.66,3.55,22.2,14596,5.08,21.32,11.71,4.86,61.57,24.25,19.72,16.09,10.63,81.08,67.23,97,0.56,9.83,0.18,0.22,1.02,4.68,2.68,2.26,2.07,38,3,229,97.24,3.49,44.54,1957,2.04,0.13,53000,27500,131,445,24.2,15.4,12.9,0,0,2.94,69.48,63.4,88.13,93.68,16,1363.5,2.11,1571.97,1.6299999999999955,7.2036018696728075,18.92,26.33,2.760000000000005,0,0
Albemarle,NC,5,14939,17.63,81.01,1.14,0.44,0,22504,0.95,31.31,7.86,15.69,11761,14.11,39.42,12.49,6.66,57.87,41.57,16.06,32.88,12.23,69.37,78.88,606,4.8,38.98,0.2,0.42,0.95,3.14,2.38,2.33,2.23,52.05,2,488,92.54,1.64,43.85,1957,8.26,0.34,49000,37800,129,331,24.4,20.2,13.3,0,0,1.58,81.75,59.37,83.64,91.46,15.2,983.3,0,6497.95,18.989999999999995,43.49655264743289,30.629999999999995,25.08,7.459999999999994,0,0
Royal Oak,MI,5,65410,0.51,97.9,1.11,1.06,100,36835,0.48,57.42,3.12,18.81,18065,4.56,13.95,28.42,4.36,66.01,19.21,25.59,8.96,13.14,79.54,68.53,342,0.74,20.5,0.88,1.09,0.62,3.12,2.29,1.78,1.22,42.67,3,819,97.19,0.37,19.29,1953,0.99,0.16,75600,32300,134,497,23.6,17.9,13.3,76,0,6.38,74.66,59.55,82.75,94.3,12.2,5340.5,0.74,2992.21,2.0999999999999943,4.574545176578504,20.459999999999994,27.68,2.8100000000000023,76,0.12
Newport,KY,5,18871,3.8,95.48,0.33,0.48,100,18683,0.61,27.23,12.14,13.1,9107,25.83,45.84,7.98,8.99,56.78,19.39,16.7,22.5,18.69,58.34,63.81,947,5.76,43.1,0.16,0.16,0.45,7.86,2.57,2.4,5.74,66.9,2,793,90.16,6.68,38.84,1939,12.17,0.48,37300,26500,141,330,27.3,17.5,12.9,0,3,0.61,75.82,48.66,82.1,90.56,2.8,6654.1,7.46,5023.36,4.519999999999996,26.61946902654867,41.66,31.14,9.840000000000003,3,0.02
Deerfield Beach,FL,5,46325,16.68,81.57,0.84,3.86,100,26950,0.44,50.33,2.78,20.57,17093,9.89,25.73,16.07,4.79,48.33,8.91,16.44,9.25,11.94,66.1,76.28,1426,3.81,29.59,2.2,3.07,2.89,3.77,2,2.02,3.72,79.54,2,5678,80.28,1.07,34.29,1976,2.82,0.48,97400,59400,223,611,28,23.5,12.7,0,0,15.11,18.81,51.19,73.61,81.3,10.8,4281.4,1.35,4545.55,18.430000000000007,9.812304371289802,33.900000000000006,52.13,19.72,0,0
